    31ms · Update    1 · Late   25 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨    4 · 야생 26(0) · GC      12KB · t=116.8s
    33ms · Update    1 · Late   26 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨    6 · 야생 26(0) · GC      12KB · t=117.1s
    38ms · Update    1 · Late   33 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨    4 · 야생 26(0) · GC      12KB · t=117.2s
    30ms · Update    1 · Late   25 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨    4 · 야생 26(0) · GC      13KB · t=118.3s
    52ms · Update    1 · Late    1 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨   50 · 야생 26(0) · GC      12KB · t=119.7s
    36ms · Update    1 · Late   23 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨   12 · 야생 26(0) · GC     532KB · t=119.8s
    36ms · Update    1 · Late   23 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨   12 · 야생 26(0) · GC     134KB · t=119.9s
    33ms · Update    1 · Late   24 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨    8 · 야생 26(0) · GC      56KB · t=119.9s
    39ms · Update    1 · Late    0 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨   37 · 야생 26(0) · GC      55KB · t=120.0s
    42ms · Update    8 · Late   25 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨    8 · 야생 26(0) · GC     156KB · t=120.0s
    31ms · Update    1 · Late   24 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨    7 · 야생 26(0) · GC     133KB · t=120.3s
    30ms · Update    1 · Late   25 · 애니   0 · 렌더   0 · 컬링   0 · GPU   0/  0 · 셰이더   0 · 설명안됨    4 · 야생 26(0) · GC      13KB · t=120.7s
